axis1,axis2,axis3,axis4,axis5,axis6,axis7,axis8,time
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:18:23.660000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:18:25.472000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:18:27.348000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:18:29.222000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:18:31.117000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:18:32.964000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:18:34.894000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:18:36.782000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:18:38.708000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:18:40.529000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:18:42.456000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:18:44.383000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:18:46.247000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:18:48.128000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:18:49.999000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:18:51.864000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:18:53.706000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:18:55.575000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:18:57.492000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:18:59.409000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:19:01.276000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:19:03.182000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:19:05.108000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:19:06.996000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:19:08.847000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:19:10.701000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:19:12.568000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:19:14.427000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:19:16.386000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:19:18.218000Z
0.33876,2.89931,4.32261,0.10324,0.61943,0.542,3.87537,0.01962,2022-10-17T12:19:20.136000Z
7.37465,29.94201,16.81602,5.34255,6.3233,4.92959,0.46504,0.07848,2022-10-17T12:19:22.005000Z
0.443,11.22826,3.47918,2.11637,4.43922,4.61988,4.01847,0.13734,2022-10-17T12:19:27.952000Z
1.79806,20.13706,10.54296,1.67761,4.05208,0.85171,0.19079,0.21582,2022-10-17T12:19:29.911000Z
4.45606,1.7923,4.53347,0.56781,0.61943,1.03238,0.14309,0.21582,2022-10-17T12:19:31.969000Z
0.23453,12.33527,2.95203,1.05819,1.70342,1.34209,0.08347,0.21582,2022-10-17T12:19:33.946000Z
0.15635,8.75066,1.26516,0.05162,0.05162,0.20648,8.06078,0.21582,2022-10-17T12:19:35.905000Z
0.28665,10.91197,5.95677,0.542,0.12905,0.92914,0.3935,0.21582,2022-10-17T12:19:37.918000Z
1.43324,4.79705,1.7923,1.96151,1.03238,0.12905,7.50034,0.25506,2022-10-17T12:19:39.841000Z
4.06518,7.32736,10.06853,2.89065,5.34255,0.12905,0.22656,0.25506,2022-10-17T12:19:41.758000Z
0.52118,4.84976,37.42752,2.89065,0.15486,8.72358,0.11924,0.21582,2022-10-17T12:19:43.676000Z
4.45606,6.69478,23.87981,0.18067,0.12905,6.29749,0.19079,1.2753,2022-10-17T12:19:45.594000Z
0.13029,4.32261,6.27306,0.25809,0.77428,0.15486,1.65747,1.53036,2022-10-17T12:19:47.370000Z
0.15635,4.2699,18.60833,5.00702,1.72923,3.8456,0.72738,0.11772,2022-10-17T12:19:49.533000Z
0.23453,3.9009,6.90564,0.77428,0.77428,0.77428,0.0,0.0,2022-10-17T12:19:51.451000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:19:53.269000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:19:55.136000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:19:57.023000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:19:58.942000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:20:00.883000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:20:02.705000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:20:04.512000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:20:06.394000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:20:08.236000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:20:10.206000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:20:12.063000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:20:13.972000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:20:15.839000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:20:17.673000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:20:19.550000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:20:21.408000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:20:23.317000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:20:25.183000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:20:27.089000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:20:32.470000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:20:34.327000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:20:36.184000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:20:38.049000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:20:39.971000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:20:41.836000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:20:43.666000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:20:45.519000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:20:47.375000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:20:49.205000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:20:51.065000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:20:52.925000Z
0.0,0.0,6.69478,0.74847,0.92914,0.36133,0.01192,0.03924,2022-10-17T12:20:54.865000Z
9.01636,1.15973,24.03795,3.3036,2.83903,0.67104,0.03577,0.03924,2022-10-17T12:20:56.771000Z
0.18241,3.47918,5.6932,2.70999,5.4974,3.09713,3.8396,0.0981,2022-10-17T12:20:58.617000Z
4.1173,6.69478,6.11492,0.92914,3.87141,0.30971,8.09655,0.13734,2022-10-17T12:21:00.545000Z
0.02606,11.22826,3.84818,0.542,4.59407,0.51619,0.11924,0.13734,2022-10-17T12:21:02.482000Z
1.58959,4.84976,2.8466,1.9357,5.23931,2.24542,0.15501,0.15696,2022-10-17T12:21:04.350000Z
3.17918,0.31629,12.54613,0.51619,1.75504,12.77565,0.31003,0.17658,2022-10-17T12:21:06.267000Z
2.60588,14.81286,8.75066,1.18723,1.05819,1.13561,1.49053,0.15696,2022-10-17T12:21:08.226000Z
0.18241,24.5651,15.07644,0.69685,0.8259,0.80009,8.06078,0.1962,2022-10-17T12:21:10.111000Z
0.62541,11.96626,6.80021,0.18067,0.23228,0.23228,2.17021,0.21582,2022-10-17T12:21:12.097000Z
1.56353,9.22509,25.25039,4.49084,1.31628,0.30971,1.5263,0.21582,2022-10-17T12:21:14.064000Z
0.28665,20.50606,5.11334,0.90333,0.05162,0.05162,7.50034,0.1962,2022-10-17T12:21:15.939000Z
2.76224,11.07011,20.45335,2.96808,0.64523,0.05162,7.51226,0.1962,2022-10-17T12:21:17.794000Z
3.28341,9.22509,18.39747,0.18067,0.74847,5.85873,0.16694,0.21582,2022-10-17T12:21:19.662000Z
0.59935,4.00633,10.06853,1.03238,1.1098,1.34209,0.08347,1.23606,2022-10-17T12:21:21.589000Z
0.13029,4.00633,6.22035,1.83247,1.21304,0.98076,2.95721,1.41264,2022-10-17T12:21:23.567000Z
0.10424,7.74908,21.08593,3.3036,1.6518,4.46503,0.72738,0.13734,2022-10-17T12:21:25.385000Z
0.23453,3.84818,6.7475,0.72266,0.74847,0.77428,0.0,0.0,2022-10-17T12:21:27.301000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:21:29.175000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:21:31.056000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:21:37.096000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:21:38.960000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:21:40.797000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:21:42.642000Z
0.0,0.0,0.0,0.0,0.74847,0.64523,0.03577,0.0981,2022-10-17T12:21:44.580000Z
2.16288,1.95045,11.54454,3.40684,4.1295,1.03238,0.09539,0.05886,2022-10-17T12:21:46.588000Z
3.17918,20.87507,18.02847,4.23274,1.47114,2.94227,2.87374,0.05886,2022-10-17T12:21:48.517000Z
2.44953,7.06379,6.58935,1.52275,5.36835,0.20648,8.09655,0.0981,2022-10-17T12:21:50.426000Z
0.0,11.17554,3.9009,0.95495,4.10369,2.70999,1.82441,0.07848,2022-10-17T12:21:52.275000Z
0.0,12.4407,0.73801,0.72266,8.43967,0.02581,0.16694,0.07848,2022-10-17T12:21:54.171000Z
4.35182,0.10543,12.96784,0.20648,4.54245,1.00657,0.28618,0.05886,2022-10-17T12:21:56.089000Z
2.78829,28.57143,8.01265,1.13561,8.64615,0.98076,2.62333,0.05886,2022-10-17T12:21:58.037000Z
0.75571,2.95203,8.11808,2.89065,3.66493,0.10324,2.00327,0.05886,2022-10-17T12:21:59.925000Z
0.41694,12.8097,6.69478,0.0,0.0,0.2839,8.0727,0.07848,2022-10-17T12:22:01.847000Z
0.26059,10.96468,3.84818,0.51619,0.69685,2.06475,0.27426,0.05886,2022-10-17T12:22:03.761000Z
5.13359,13.44228,5.6932,1.21304,0.15486,0.0,7.50034,0.05886,2022-10-17T12:22:05.774000Z
6.61894,10.64839,14.18028,3.09713,0.12905,0.46457,7.51226,0.05886,2022-10-17T12:22:07.779000Z
3.30947,23.93253,10.91197,1.18723,0.41295,5.96197,0.16694,0.0981,2022-10-17T12:22:09.717000Z
0.91206,14.97101,20.40063,5.34255,5.29093,1.60018,0.10732,1.19682,2022-10-17T12:22:11.643000Z
0.05212,3.58461,5.79863,1.00657,1.3679,2.16799,1.39513,1.2753,2022-10-17T12:22:13.592000Z
3.62218,12.70427,9.9631,1.16142,0.80009,0.80009,0.79892,0.15696,2022-10-17T12:22:15.469000Z
0.23453,3.95361,6.69478,0.72266,0.0,0.0,0.0,0.0,2022-10-17T12:22:17.347000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:22:19.206000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:22:21.050000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:22:22.971000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:22:24.769000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:22:26.706000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:22:28.576000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:22:30.550000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:22:32.424000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:22:34.362000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:22:36.188000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:22:41.469000Z
0.13029,11.0174,7.59093,0.36133,1.6518,1.13561,0.0477,0.0981,2022-10-17T12:22:43.327000Z
12.01312,9.01423,6.80021,12.18204,5.80711,0.61943,0.46504,0.0981,2022-10-17T12:22:45.266000Z
0.28665,13.28413,3.53189,0.15486,4.80055,0.33552,8.10848,0.0981,2022-10-17T12:22:47.165000Z
0.443,11.17554,6.95836,5.47159,6.68463,0.05162,8.10848,0.0981,2022-10-17T12:22:49.124000Z
0.52118,11.17554,3.58461,0.41295,4.49084,0.05162,1.49053,0.0981,2022-10-17T12:22:51.121000Z
2.08471,25.93569,3.79547,9.98824,3.69074,1.1098,0.11924,0.0981,2022-10-17T12:22:53.033000Z
2.91859,10.85925,14.76015,0.85171,1.70342,2.24542,0.3935,0.07848,2022-10-17T12:22:54.987000Z
0.20847,13.28413,6.95836,0.12905,0.56781,0.80009,8.0727,0.07848,2022-10-17T12:22:56.878000Z
0.26059,11.96626,6.48392,0.30971,0.61943,0.8259,0.87047,0.07848,2022-10-17T12:22:58.830000Z
0.41694,12.28255,6.85293,0.15486,0.59362,0.43876,8.0727,0.07848,2022-10-17T12:23:00.758000Z
0.20847,11.0174,7.01107,2.24542,0.85171,0.67104,0.25041,0.07848,2022-10-17T12:23:02.680000Z
0.39088,9.80496,22.7728,1.21304,2.27123,1.67761,0.13117,0.07848,2022-10-17T12:23:04.569000Z
0.20847,11.0174,0.21086,2.1938,2.06475,1.62599,3.4461,0.07848,2022-10-17T12:23:06.437000Z
22.12395,0.31629,8.80337,0.61943,0.77428,0.67104,0.58429,0.07848,2022-10-17T12:23:08.315000Z
0.18241,6.16763,5.21877,0.51619,1.13561,0.49038,3.5415,4.04173,2022-10-17T12:23:10.253000Z
6.3323,0.42172,6.58935,0.18067,1.6518,0.0,3.11222,0.15696,2022-10-17T12:23:12.206000Z
0.28665,4.05904,6.7475,0.74847,0.77428,0.77428,0.59621,0.11772,2022-10-17T12:23:14.081000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:23:15.970000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:23:17.894000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:23:19.846000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:23:21.717000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:23:23.581000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:23:25.381000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:23:27.297000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:23:29.206000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:23:31.072000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:23:32.877000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:23:34.847000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:23:36.753000Z
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-10-17T12:23:38.674000Z
